88.2301,33.7250,151.6746,6.5000,az
43.2864,52.6667,89.8325,9.2091,orta
105.5147,130.2476,131.1481,9.1667,orta
86.9264,43.6495,20.6458,6.5000,az
3.0445,133.8273,143.5498,20.2042,cokyuksek
30.4763,130.0037,162.8287,12.5000,yuksek
47.9215,146.8868,74.6388,12.5000,yuksek
142.2091,77.7914,142.5690,9.1685,orta
118.4434,109.1192,0.3258,6.5000,az
96.0941,144.1393,94.5064,9.1900,orta
91.6508,96.9895,195.5856,9.1667,orta
39.9769,18.7165,108.5539,9.1858,orta
49.1997,37.9959,113.3288,9.1738,orta
21.1593,98.0895,133.7648,20.1265,cokyuksek
141.0576,25.7401,49.1451,6.5000,az
24.2666,47.1999,197.2920,19.8657,cokyuksek
103.1954,110.1008,199.5550,9.1667,orta
135.4288,99.6787,187.2266,9.1667,orta
20.4791,147.9207,156.5267,20.1723,cokyuksek
118.6832,67.4389,10.0765,6.5000,az
63.0191,43.0927,192.5398,9.2094,orta
99.5016,3.3417,35.7850,6.5000,az
82.7480,147.3511,195.7887,9.1667,orta
40.3522,122.8264,63.8273,12.5000,yuksek
29.7007,45.4911,65.9719,9.8518,orta
65.1443,113.6535,20.7502,12.4176,yuksek
77.8679,104.3001,113.6481,9.1696,orta
88.7428,95.5222,79.6028,9.1667,orta
120.3697,135.8071,190.8560,9.1667,orta
111.9615,144.7633,181.4967,9.1667,orta
10.6214,32.2395,172.4816,20.1615,cokyuksek
148.5745,85.8314,54.8496,9.1667,orta
60.9890,36.5157,95.9658,9.1991,orta
112.9741,21.4672,143.8987,6.5000,az
134.7838,64.4474,125.0173,9.0636,orta
113.7404,3.4853,159.3977,6.5000,az
41.2425,8.8377,39.0292,9.1818,orta
50.1770,25.7640,94.9712,9.1942,orta
2.0681,4.1569,56.2852,12.5000,yuksek
45.9713,90.5638,65.7177,12.5000,yuksek
1.1458,30.7743,2.5305,9.1668,orta
33.7165,87.4193,134.0198,12.5000,yuksek
55.9550,89.2050,148.2173,12.5000,yuksek
77.8107,135.0090,113.2151,9.1698,orta
48.0033,96.3747,3.2109,9.1677,orta
24.9553,138.3032,164.2314,19.8628,cokyuksek
134.1397,23.4535,106.8554,6.5000,az
54.3859,74.4509,114.3428,12.5000,yuksek
7.9481,128.8158,148.2924,20.2042,cokyuksek
24.3913,148.0681,81.0248,19.9028,cokyuksek
118.4785,92.6338,45.4481,9.1667,orta
32.4329,82.3993,37.0711,12.5000,yuksek
98.4799,103.5366,84.1486,9.1667,orta
10.1460,83.1003,124.6108,20.2042,cokyuksek
148.0236,111.7139,38.7865,9.1667,orta
68.0712,122.7545,43.7652,10.5947,orta
117.1563,20.3921,164.5861,6.5000,az
1.5644,131.6044,94.0933,19.9238,cokyuksek
89.0077,94.3875,154.9492,9.1667,orta
76.9242,4.0456,30.7716,6.5000,az
126.8962,145.5823,16.1019,7.3771,az
75.3406,115.1728,69.0787,9.1790,orta
135.4752,142.8571,130.1982,9.1667,orta
141.3415,111.8286,96.0315,9.1855,orta
80.2175,114.9578,196.4211,9.1667,orta
78.5347,61.2426,152.1409,7.6145,az
45.6496,127.7120,181.0864,12.5000,yuksek
119.7058,96.2602,63.7879,9.1667,orta
13.1606,50.2175,130.3204,19.8041,cokyuksek
63.8457,41.4584,131.6235,9.2139,orta
102.0898,113.3959,144.9085,9.1667,orta
32.0939,142.0095,115.9676,12.5000,yuksek
4.6399,88.4889,63.1831,20.2042,cokyuksek
17.5790,88.1383,69.1428,20.2042,cokyuksek
68.2070,34.5144,5.4471,3.4026,cokaz
4.9091,49.3781,119.0748,19.8213,cokyuksek
88.5152,63.8171,197.9300,8.8649,orta
109.8737,84.7787,39.7895,9.1667,orta
49.7979,92.0516,95.5367,12.5000,yuksek
4.5176,8.7722,193.4393,20.2042,cokyuksek
73.7948,56.1892,74.9148,6.5000,az
119.9506,86.8381,195.4068,9.1667,orta
7.8979,16.4460,71.2874,12.5000,yuksek
76.3932,55.5025,48.4236,6.5000,az
23.0550,89.8833,17.0680,17.4621,cokyuksek
126.3975,115.9034,182.4601,9.1667,orta
8.4659,136.4179,124.8814,20.2042,cokyuksek
131.8128,48.2856,2.6968,2.7618,cokaz
60.4047,18.1545,94.0178,9.1963,orta
53.8258,33.7722,125.8900,9.1718,orta
135.1836,148.4475,43.6757,9.1667,orta
38.7453,22.7783,22.9453,9.1900,orta
128.1244,25.5590,159.1137,6.5000,az
32.6136,142.9725,88.9811,12.5000,yuksek
83.9864,51.8718,32.9145,6.5000,az
27.2386,30.9994,147.3945,18.7257,cokyuksek
135.4749,12.5660,82.2216,6.5000,az
107.8950,26.7957,136.6525,6.5000,az
51.8405,98.6979,97.6747,12.5000,yuksek
12.3319,138.5753,112.2759,20.2042,cokyuksek
144.0987,49.5187,138.8563,6.5000,az
127.4591,35.0334,65.7185,6.5000,az
27.7384,105.4238,26.7384,18.4988,cokyuksek
69.3116,14.3950,69.8809,6.8634,az
11.9270,148.4829,22.6619,20.2042,cokyuksek
95.7926,41.2862,120.5421,6.5000,az
40.9065,36.4156,36.9078,9.1828,orta
66.9737,111.4654,176.0997,11.3223,yuksek
71.5587,52.0550,123.4449,6.5000,az
3.1289,93.9521,186.1437,20.2042,cokyuksek
119.8037,94.7049,120.8465,9.1667,orta
